Author,Comment,Time
@surajbashyal3794,One of the Best music from zero album 2024...,14 hours ago
@bishopsopening,loving all them tunes so far.. . all hits no misses.. absolutely metal 🤘,14 hours ago
@тёмныйангел-б2ц,Emily😍😍😍,14 hours ago
@Смутный,"Наконец-то Линки выпустили годный трек с новой вокалисткой. Старое звучание с Новыми силами!. не принижаю предыдущих треков обновленных Линков, но этот пока лучше всех",14 hours ago
@robertmartin8301,So good guys keep it up🔥🔥🔥,14 hours ago
@vaibhav3935,Brooo....i hear CHESTER singing😭❤,14 hours ago
@PulseBox,emily looks so cool in this!,14 hours ago
@FedorSimonov-h8y,бесячая вокалерка,14 hours ago
@StormySnowChannel,Feels like a lighter version of Slipknot. Idk. But sounds great :),14 hours ago
@carla9471,I LOVE YOUUUUUUUUUUUUUU❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤. You are m'y favorites groupes ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,14 hours ago
@sashathemaster,Chester's replacement is actually bonkers.,14 hours ago
@Shady272,"My favorite songs on the album are: Two Faced, Heavy is the Crown, IGYEIH and Casualty. In that order too",14 hours ago
@sskamble6758,"Hahn used same sample I guess from, Figure 09 and cure for the itch",14 hours ago (edited)
@arbuz135,"wow wow wow
great! thank you!",14 hours ago
@obed1177,insane! 🔥🔥,14 hours ago
@simonw-yi5uo,Wow this is derivative of every old song,14 hours ago
@yuryshin2683,She is very charismatic.,14 hours ago
@DVYAMANDPAWAN,Bomb,14 hours ago
@PiotrMaksimczyk,Say What You Want This is Their New Era They Didn't Have to Prove But Once Again They Showed That It's Really Not From Scratch But Everyone Needs A Moment Of Quiet Peace And There Was Silence And Now It's Time To Erupt It On The Music Market Stage And Throw Out The Hidden Emotions Of These Bad Guys And good ones! Chapeau Bas LP I Welcome the Phoenix Rising from the Ashes in a New Era! Warm regards,14 hours ago
@riyadiputra3693,Yeeaahh this is my LP❤,14 hours ago
@Artem1607182,припев кал... чисто Шинода затащил,14 hours ago
@nikhilnilesh1311,Linkin Park FOREVERRRR........,14 hours ago
@AIMusicCovers-b1q,Two Faced' is another masterpiece from the band that hits you right in the feels. The visuals in the music video perfectly complement the intensity of the song. 🤘,14 hours ago
@bazejkanownik3076,WOW ❤,14 hours ago
@pamelazambon2070,Grazie per essere tornati il mio cuore ne aveva bisogno ❤🙌,14 hours ago
@raglod6106,Chester Bennington - girl version 😆,14 hours ago
@FairyCRat,This has to be the most nu-metal song to come from Linkin Park since 2006. Love it.,14 hours ago
@LinkinPark_LP,Finally something worthy of a group name,14 hours ago
@deezpleez3832,This band coming back was the greatest thing that could have happened in 2024 💙! So happy to see them having fun!,14 hours ago
@SuperQuijoteDon,Only Love ❤,14 hours ago
@bindozmag,KAFAYI YEDİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİM!!!!,14 hours ago
@dimitrakagioudi2280,❤❤❤ Sie ist eine Bereicherung für linkin park danke!,14 hours ago (edited)
@garnayuda9708,That's why i keep positive thinking to Emily. And now what? she's prove it and had positive vibes..!!!,14 hours ago
@SwizzPro,Nice to see Brad again!!,14 hours ago
@BIG_PAPAs,Emily like the Joker and Harley Quinn in One Person,14 hours ago
@otaviochaves7133,"é uma
 melhor que a outra !! top dmais!!!",14 hours ago
@pamelazambon2070,This is my good morning 🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌,14 hours ago
@yobiguildart949,Amazing song 🔥🔥🔥,14 hours ago
@AaFauzan,Mr hahn is back,14 hours ago
@badminton26,This is absolutely fantastic!,14 hours ago
@musicalnaivety1853,"It sounds like parody on LP.
Francesco Cappelari with AI LP songs sounds better than new LP)",14 hours ago
@vlad4524,😍,14 hours ago
@amed.abraham,"Wow, this is 2000s style .. the old school stuff we love!",14 hours ago
@HeyArnold-pq8je,We are definitely on the same page right now.,14 hours ago
@zelinka753,You made my day !!!! Banger !!!,14 hours ago
@ontheotherside6019,Что это за пародия на оксимирона?),14 hours ago
@honzacechlo8197,And we are all here for it 🔥,14 hours ago
@theuncannyepicurean,Ineffable,13 hours ago
@PhilosophyUnviled,Hunting party?,12 hours ago
@Kkrzik,​ @PhilosophyUnviled hunting party was not nummetal but hard punk rock,12 hours ago
@xuim26,​ @Kkrzik more like Garage rock. Apart from obvious radio singles.,12 hours ago
@natureprofonde9945,Casualty IS better.,12 hours ago
@naxan6970,Heavy is the crown?,12 hours ago
@VERGIL...-,"If you are wondering why he said ""since 2006"" that's because that was the last time anything Nu Metal came out from Linkin Park which was a quick song recorded whilst the band was on tour in Japan called ""Qwerty""
After that there was no Nu Metal song until today 










(Minutes to Midnight's 4 go hard rock songs were Alternative Rock songs
A Thousand Suns'es only remotely rock song , Blackout , felt more electronic than it was Rock but sure it has some traces of rock but again it just falls into Alternative Rock
Living Things'es few go hard songs felt more like a fusion between EDM and Rock but there may have been some small traces of Nu Metal because some of those songs were made for the fans but obviously it still wasn't Nu Metal
Hunting Party was full on Alternative Metal - Punk Metal 
One More Light was just Pop)",12 hours ago
@naxan6970, @VERGIL...-  i think many of us knew that,12 hours ago
@suzukimemories,This is not nu-metal,10 hours ago
@juxpeterson,"Nu Metal is alive. Thank you, Shinoda and another ones! That's the way!",9 hours ago
@josueteran2612,"Give a go to DREAD Nu Metal 👍🏽
Thoses dudes are from Mexico but their vibe is so Korn and Slipknot combined. 

Suggestions: Around - Dread",9 hours ago
@edwardjoseph8007,it really does feels like a bridge has been built from 8 year old me and present day,9 hours ago
@lolilolmdrxd," @natureprofonde9945  casualty sounds really punk hardcore, cant wait to listen it",9 hours ago
@CTrimble18, @suzukimemories this definitely IS nu-metal,8 hours ago
@REMINISC3NT116,Lost in the Echo would like a word with you,8 hours ago
@mkingproductions7434,No dude … not hunting party,8 hours ago
@mkingproductions7434,I’m sure,8 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🔥🤘,7 hours ago
@Agrosheep1,"​ @PhilosophyUnviled  hunting part had more of a trash metal sound for the most part, not really nu-metal",7 hours ago
@666NIN0,​ @natureprofonde9945 over each other is better,6 hours ago
@seekarband,Banger!!!!!,6 hours ago
@TheRealJonster,"This one sounds too cookie cutter for me, very bland and repetative. Definintely my least favourite, but Casualty was a good up-tick",3 hours ago
@Jman.77," @VERGIL...-  Idk I think ""Given Up"" or ""No More Sorrow"" could be considered Nu-Metal",1 hour ago
@mildredferrera-sankiewicz3269,That's what they have been missing,1 hour ago
@alexgr666n,"from ""CAUGHT IN THE UNDERTOW"" to ""CAUGHT IN THE MIDDLE""",14 hours ago
@aizakku_san,Let them cook 🗿🤟🔥,14 hours ago
@hiddenspark16,This is just classic. I'm absolutely feeling it!🤩,14 hours ago
@Ravenzero-oz7sf,OH FXXX YEAH!!!!! 😊,14 hours ago
@uuuska,"God, im back to my childhood! This is great!",14 hours ago
@yoelreyes4724,One step closer 2.0,14 hours ago
@ruthg2897,🔥🔥🔥,14 hours ago
@andrewross6081,Brilliant.,14 hours ago
@giovannyandrescortesrodrig2846,This feels 2000,14 hours ago
@sicksixsixsix27,"She reminds me Kim Dracula craziness, absolutely love it 🔥🔥🔥",14 hours ago
@DanielLopez-jh7ww,This moment OMG 2:07,14 hours ago
@jdm188,How can every song they release be so good? This could be straight from hybrid theory or meteora,14 hours ago
@andrewfaul4033,Четыре песни - четыре разные Эмили. Потрясающе🎉 спасибо что вернулись,14 hours ago
@วิเชียรคํามูลสุข,🗿📣นี่มันอะไรกัน!!! พวกคุณทำให้โลกทางดนตรีของฉันบ้าคลั่งมากๆ🤘,14 hours ago
@tiagouchiha9059,Há labirintite bate forte,14 hours ago
@IlaireorNinniach,"Hm maybe its because i grow up on the old ones and i really like the first two New songs. But this one doesnt get me. It feelds just too hard in screaming with i dont know Emotion? The first one especially had that touch ,that vibe.  This one Sounds like a high school band just screaming in",14 hours ago
@lowenherzaliasandyg.7493,"""Is it that whaRRRRRRRis?""
- ""That's whaRRRRRRRis!""
Me in Germany, I totally feel that. 😂😂😂",14 hours ago
@luisguerreromadrigal9495,"Thanks for this, love you guys!",14 hours ago
@pretommalo3398,Chairman Hahn is on 🔥🔥🔥,14 hours ago
@mishlen4ik628,"Первые два трэка были конечно более интересные 
Но в целом это очень не плохо 
Уж точно лучше третьего",14 hours ago
@justvibingtomusic,I miss Chester so much,14 hours ago
@leilapinguin92,STOP YELLING AT ME❤❤❤,14 hours ago
@Metin2Fazelezz,Yep Linkin Park is back,14 hours ago
@anergomezmirasolain1800,Masterclass,14 hours ago
@JACRunner,Still no statement on cult affiliation.,14 hours ago
@blodflow,OMG YEEEEEEEEEEESSSSSSSSSS!!!!!!!!,14 hours ago
@Netryon,"No, Not for Golden Parazyth song - they are the ones closest to Travelers Carly putting sniper rifle together assassination",14 hours ago
@syahrialsnst2300,"Menit ke 2, 7detik kereeen 🤘👍",14 hours ago
@quantum_foam,This one is a time machine to the 2000s Linkin Park! I feel 20 years younger again 😄 SICKKKK,14 hours ago
@priestessholleywood,"I was excited with anticipation which immediately dissolved. This sucked! (No offense)
The writing, pause between rapping, video editing cuts and the same repetitive dance move all seems Chatgpt/AI generated. 
This one's not for me.",14 hours ago (edited)
@sofiaqortizgomez-f5c,❤❤❤❤❤❤❤ 2024 ufff 🔥,14 hours ago
@소영-d7x,"This song reminds me of figure.09 
And it blow my mind ❤❤❤",14 hours ago
@rickyitsme1506,Omg Emily ❤,14 hours ago
@niclawrenceRS,discarded tracks from Meteora... shame,14 hours ago
@musicalnaivety1853,"2007-2017 - We wanna make music, that we wanna make. LP is not nu-metal.
2024 - So, we need money.",14 hours ago
@foodog777,Instant classic! ❤️‍🔥,14 hours ago
@JBDTKOFFICIAL,"i love you so much link park !!
big fan from Indonesian ❤",14 hours ago
@lukebiggs1611,When did Triple H learn to play bass?,14 hours ago
@Gerardo-yp3jn,First 1 million views after 7 hours uploaded,14 hours ago (edited)
@badsahmiah-dk7vk,yes cc,14 hours ago
@ilya1999992,Боже какая вкуснятина!!!!,14 hours ago
@anikalange5730,Sounds like a few old LP songs 😂 lame,14 hours ago
@eddevil88,LP is back! MFrs!!!,14 hours ago
@Cimmo_04,🔥,14 hours ago
@ジョンコナー-b5c,ないすぅ⤴︎︎︎,14 hours ago
@cheesebufer,This is what we should have had after Meteora,14 hours ago
@KEVIKINGO,"The best band, so excited to see you in México 😮‍💨🔥❤️",14 hours ago
@NovaEvolution88,Katastrophe 🫣 kann man sich gar nicht anhören!,14 hours ago (edited)
@Shipyhammer,she reminds me of sandra nasic,14 hours ago
@pauboinowluck4415,Yesss❤❤Hybrid theory is back.... So happy,14 hours ago
@MonikTewio,This seems to be a straight-forward continuation of One Step Closer.,14 hours ago
@Pixau-i3u,i love it. ❤❤❤❤❤,14 hours ago
@Maxb4ne,She is a good fit to be the joker with that laugh at the end xd,14 hours ago
@hector1000wwe,"Solo puedo decir 3 palabras de la nueva vocalista:
Mi vieja weeeey",14 hours ago
@Samosa-m8p,I know 🔥🔥🔥,14 hours ago
@kiettran7911,👍👍👍🧡,14 hours ago
@DhannyPratama,GOKILLLLLLLLLLL ❤❤❤🎉🎉🎉🎉🎉🎉,14 hours ago
@RAVENOIR13,More Mr Hahn scratch solo pleaseeeeeeeeeeee!!!,14 hours ago
@nataly9081,"The excitement that gives seen Brad there, cannot wait for the full album to be released 👏🙌",14 hours ago
@LeonhardHamato,"""One step closer"" (2024)",14 hours ago
@yondaime8507,Warum aber? Was stört dich?😀,14 hours ago
@rohanbindal9660,Amaaaaaze!! ❤❤,14 hours ago
@styg7968,LP doing Nu Metal again... so sick,14 hours ago
@ASNislive,"Love from India 🇮🇳 🤍✨
Support me anyone watching my comments 😊",14 hours ago
@Bluefroggy84,Please come to Vancouver BC!,14 hours ago
@TharadolKT,Cool 😁😁😁,14 hours ago
@alainminsart1217,This is the real LP looks like they went back to the early 2000's. This is feeling really good,14 hours ago
@crazyrukawa,this is truly starting from the scratch. Mr.Han scratched! Hell yeah!,14 hours ago
@ТатьянаПротасова-х3с,без Честера все не то!!!!😢,14 hours ago
@Duxdar0,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,14 hours ago
@langwattikon7376,Love,14 hours ago
@kikiputra8774,DAMN🔥🔥🔥🔥,14 hours ago
@spartark8351,I think this is what I am waiting for ❤❤❤❤❤❤,14 hours ago
@BrandonSchoenherr,Just killing it 🔥,14 hours ago
@pushishka446,❤❤❤❤❤❤,14 hours ago
@Bluefroggy84,YESSSS,14 hours ago
@LaurentGRATTEPANCHE,Pouaaa là ça envoie du lourd ! Linkin Park is really back,14 hours ago
@pinoyseoservicesphilippines,Why am I getting a Courtney Love and Eminem vibe on this MV?,14 hours ago
@METEORA89,❤❤❤,14 hours ago
@JayJay-kc4dn,Wow she isn't that : D ultra meh,14 hours ago
@ridelocallux,"such a banger, looks like they had so much fun filming this❤",14 hours ago
@ViolentValentine,"Последние альбомы при Честере тоже было ""всё не то"" - вы его не ценили раньше.",14 hours ago (edited)
@thommyjacobs8921,Mike would take that as a compliment but Courtney isn't even half the singer Emily is.,14 hours ago
@bezysart,AMAZING!!!:hand-purple-blue-peace:,14 hours ago
@TheHatMan69,So is she a scientologist or what,14 hours ago
@ЕленаАлександрова-к3м,Awesome❤❤❤,14 hours ago
@jawniuz,"Ladies And Gentlemen, Welcome Back To 2000, Refresh Your Memories, Time Machine Has Been Just Invented. Thank You 🙏 LP, Thank You, Emily",14 hours ago
@mrtanvir2m763,"😮 this comment driop 2040 
Becose this is muster pice of Emily Armstrong 😮just wow",14 hours ago
@tobi5882,"Lyrics :

Get right

Last time I was hanging by a thread
Trying to say I’m not but I’m in it over my head
That’s when I figured out where it led
Beginning to realize that you put me over the edge

Your truth’s not rigid, your rules aren’t fair
The dark’s too vivid, the light’s not there
I start to give in, but I can’t bear
To put it all behind, I run into it blind like

Two faced
Caught in the middle
Caught in the middle
Too late
Counting to zero
Counting to zero
You should have recognized
It’s too late for choosing sides
Two faced
Caught in the middle
Caught in the middle
Two faced

Last time you told me it wasn’t true
And pointing every finger at things that you didn’t do
So that’s why I kept missing the clues
And never realized that the one that did it was you

Your truth’s not rigid, your rules aren’t fair
The dark’s too vivid, the light’s not there
I start to give in, but I can’t bear
To put it all behind, I run into it blind like

Two faced
Caught in the middle
Caught in the middle
Too late
Counting to zero
Counting to zero
You should have recognized
It’s too late for choosing sides
Two faced
Caught in the middle
Caught in the middle
Two faced

I can’t hear myself think

Stop yelling at me",14 hours ago
@jozefblsak1792,Amazing banger :),14 hours ago
@tiptoecockroach,your fans from indonesia 🇲🇨,14 hours ago
@Saddowner,"I know no one cares about my opinion but LP will never hit the same, I keep giving the new songs a chance but yeah... Can't wait for the album! Kinda",14 hours ago
@CHAMXUNZEISAIAHMoe,that.was.TOO DAMN GOOOOOD,14 hours ago
@Alex450A,"По стилю мне очень напомнило  Eisbreher, по крайней мере в начале",14 hours ago
@AE90s,back to the 2000s,14 hours ago
@markthedark595,"So far, this is my favorite song they've released. And they've all been good! This album is going to be epic for sure.",14 hours ago
@KematianGaming,who the hell allowed yall to look this handsome,14 hours ago
@rodgerdresden8793,Don't know about ya all but it's nice to see Mr. Hahn is more prominent in this one! Guy is a musical wizard!,14 hours ago
@Rariix22,I love this new era of LP ❤,14 hours ago
@Aki128-u7p,I love seeing them goofing around there and making poses. So fun to watch!,14 hours ago
@fraser7910,Doesn't like Azarow?,14 hours ago
@chaosx07,Absolute banger!! 🔥🔥,14 hours ago
@Steve0walker,"Where is Rob.? ffs
And tell the girl not to make silly movements while filming the video clip",14 hours ago
@Stephkimi,"Emily armstrong was born into it. Her parents are both scientologist.  She couldn't choose that. And she openly gay.
Get over it",14 hours ago
@ViolentValentine,"1. Rob left.
2. Bandmates are happy with Emily and that's all that matters to them, not your bitching on telling others what they should or shouldn't do.",14 hours ago
@чипидряучипидрон,"I don't like it.
If it was with Chester's vox, i couldn't like it anyhow.",14 hours ago
@TigerMax96,LP is always Two Steps Ahead,14 hours ago
@victorbilly4769,Dead Sara and Linkin Park on this one. Emily you are awesome.,14 hours ago
@shc3722,아이돌이 도려고 하네,14 hours ago
@nathanaelstanke7167,Sick ✊🏻✊🏻✊🏻,14 hours ago
@lanaturadegal91,Emily ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,14 hours ago
@dilaraaslan9646,The best every time,14 hours ago
@Klauslink,embarassing,14 hours ago
@muhammadsaduddin8526,bangsaaaaddd keren buat emily walaupun masih merindukan chester dan berharap kalian berdua bisa featuring,14 hours ago
@Verlxssener,🎉,14 hours ago
@Neveriso,"Okay, I'm starting to like it.",14 hours ago
@kebank,"Cool, but I have a feeling, I've heard a bit of Fred Durst in Emily scream",14 hours ago
@Wiggleswithgiggles,Man it just gets worse and worse,14 hours ago
@VinikunLives,✌🏻🇧🇷,14 hours ago
@RodolfoDelacruz-n7c,"Men in black,brad wearing the iconic head phone again.",14 hours ago (edited)
@the_abhiG,"She's Freaking killling it, But miss chester though.",14 hours ago
@marcosmkn8743,Figure.09 Remake,14 hours ago
@tifanytify8805,Emily is the queen ❤❤ Wow 😍😍,14 hours ago
@p1x1e47,Сильно,14 hours ago
@chaimaaghazy129,The bessssst start for my day the music resonate from my headphones to my soul .. all vibrant 😅❤,14 hours ago
@ViolentValentine,Chester is gone. Get over it.,14 hours ago
@ViolentValentine,"Nice to meet you, embarrassing",14 hours ago
@Anonymous-op4ec,I want listen to with Chester voice😢,14 hours ago
@grandmaster9177,goose dots good,14 hours ago
@nefertitiververine5623,Very good!,14 hours ago
@11Helena11,"Pero qué clase de One Step Closer es este :v 
I like it!!! XD",14 hours ago
@LieiuDsac,"Sick, so perfect, and a throwback to the old sound",14 hours ago
@rickfreak1,:c,14 hours ago
@gigatronusprime,"Holy god, this is so raw. Okay, Linkin Park REALLY is back.",14 hours ago
@HimelTheFreakOne,💥,14 hours ago
@drazman9,Maybe should've called it 'Caught in the middle'... Or just me hearing old things remastered?,14 hours ago
@marcorizzi3843,Powerrr,14 hours ago
@no_the_end,😳 What was that?,14 hours ago
@sheltermj,Linkin Apes 😊❤,14 hours ago
@rodrigocosta3557,Nu metal 😈 😈 😈 😈 😈 😈 😈 😈 😈 😈 😈 😈 😈 😈 😈,14 hours ago
@florianw.9545,Did AI help them finding their old sound again?,14 hours ago
@kovalsss3986,"it""s Linkin Park Heritage",14 hours ago
@DK-wc3jg,1-10 Sec i har Heavy is the Crown^^,14 hours ago
@Partypaddo,What an awesome track,14 hours ago
@alexandert1758,PARAMORE,14 hours ago
@SabinePlate-p8q,Wahnsinn . Emily ist der Hammer❤,14 hours ago
@kratosgow09,This could pass up as a Meteora song.❤,14 hours ago
@ViolentValentine,"Leave him to rest, he's gone",14 hours ago
@muh9967,what a shame.,14 hours ago
@easygolucky30OFFICIAL,Wow. 😮❤ I Love LP since day 1.,14 hours ago
@kuyarenz1996,The scratches are filthy god daaaamn! 🔥,14 hours ago
@essaoriginal,❤❤❤❤❤,14 hours ago
@novml9355,An ABSOLUTE BANGER 🤯🤯,14 hours ago
@lynxman23,"1,000,000+ views in 6 hours?! Says it all! Take that haters!!!",14 hours ago
@lochanaushan8311,Wooooooooooo❤,14 hours ago
@ВалерийСедых-в5е,Much better,14 hours ago
@stefania9506,"Queda solo 1 dia para que salga su disco completo. Chicos he reproducido 1.000.000 de veces 
The Emptinnes Machine
Over Each other
Heavy is the Crown
Gracias por devolverme a la epoca de los 2000 🖤🖤🥹",14 hours ago (edited)
@RedouaneBedjaoui,"Brad, you most come-back !",14 hours ago
@alib2461,"wowowowowowow my gosebumbs have high propability of ripping my hair out. Huray, to the Linkin Park, huray to the next crispy, crunchy song. I love YOU.",14 hours ago
@adarshprasad6419,🔥🔥🔥🔥🔥🔥,14 hours ago
@kliebn,ñ.,14 hours ago
@chris.j0slin944,don't stay 2024:,14 hours ago
@gemmalee7286,Casually listening to this in bed at 6am in the morning after it being dropped yaasss! 😂😂😂 London UK ❤❤❤ X,14 hours ago
@sehirdekiinsan7228,🇹🇷🖤💀🤘,14 hours ago
@katibzasworld9788,Shed the tear.. <3,14 hours ago
@FaustoRabatti,They're back.,14 hours ago
@mcleo8175,Are they still gonna say emily sucks ..   ...  cause just look at her ..  the more she gets comfortable with the band .. the more she's killing it ...  ❤❤❤,14 hours ago
@juzzzosekki5257,I'm hyped with every single fibre in my body!!!,14 hours ago
@ViolentValentine,Haters gonna hate.,14 hours ago
@rachelpout8896,LOVE ITTTTTTTT ❤️ Instant hit 🎉,14 hours ago
@guadalupegonzalez3944,"No sé si fui el único qué cuando inició el tema con esa voz desgarradora me acordé de Chester otra vez 😢 , la banda nueva es genial sin duda alguna ❤",14 hours ago
@satoshi2533,曲いいのにMVが茶番やないか,14 hours ago
@tylercolby3118,Hybrid Theory throwbacks.,14 hours ago
@george.vasilev.reyner1916,The return of Old Linkin Park AND of Dead Sara Emily,14 hours ago
@Magnificent-steiner0,LinkedIn park meme got real,14 hours ago
@rodrigocosta3557,Nu metal is back,14 hours ago
@dwirahmawan6267,Goooosssseebuuuummmmmppppppppp,14 hours ago
@MrLeFilipfloppyvelarde,"YouTube algorithm played with me, I thought this was chainsaw man and she was power",14 hours ago
@Staetik,"Relatable, I often find myself stuck in the middle. If two friends are bickering I prefer not to chose sides and will still hang out without discussing the other friend. If you voted for Kamala we can still hang :)",14 hours ago
@rodrigovicentini.oficial,joe's part got me,14 hours ago
@ghaithtr6134,RIP linkin park,14 hours ago
@dovahkendov78,Big Hybrid Theory vibes!,14 hours ago
@yoviefebrianto5135,Where the drummer,14 hours ago
@DjDustiSam,Just a day away.,14 hours ago
@Yusufibrahim2301,"Honestly i was never on board with this version of Linkin Park. But this tracks gives signature Linkin Park just without Chester's voice, very nostalgic.",14 hours ago
@Solidinius_Snake,"Heavy is the Crown and The Emptiness Machine were absolute bangers. And the latest two, to be honest, are one of the most super average toothless rock songs I’ve ever heard",14 hours ago (edited)
@AliciaPerez-iz8ck,😮,14 hours ago
@Akela3dn,"Хорошо прям, то что нужно",14 hours ago
@AKA_Ramp,❤Lq🩶,14 hours ago
@atikanbenz5271,2024‘s One step closer.,14 hours ago
@leonidas759,Daaaaamn this album is hardcore rock Linkin Park. I think even Meteora is softer than this 😳,14 hours ago
@docproof26,Can November 15th arrive faster!?!?!?!?!???? 😮 😱 🔥,14 hours ago
@danielmclellan7762,"This sounds more like Linkin Park then Chester did, it almost seems as if was prepping the stage for her . . .",14 hours ago
@Hooligan0303,"Yeah, Nah.",14 hours ago
@Jovenloco31,❤️🔥💖😈🥂,14 hours ago
@JokerKrjrjr,❤️❤️❤️,14 hours ago
@danielhollow6669,YOO,14 hours ago
@deanomood,This one bangs 🔥,14 hours ago
@Kira-hg3rr,2:58 Thats what e RIZZZZZ,14 hours ago
@llxxx9316,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,14 hours ago
@shockman1436,это ГОООЛ,14 hours ago
@CLalremkimiKimi,Emily ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,14 hours ago
@timothykaz,This year couldn’t be any better! THANK YOU!,14 hours ago
@wiryawibisana7701,HELL YEEEEEEEAAAAAAAHHHHHH🔥🔥🔥🔥🔥🔥🔥,14 hours ago
@evigacha_,THEY ARE BACK🔥🔥,14 hours ago
@stinemunkberg4845,Looooooooooove this!!!!!,14 hours ago
@초코-t2c,롤드컵 보고 알게 되었습니다 노래 너무좋네요 영어는 잘 모르겠지만 노래는 좋네요 ㅎㅎ,14 hours ago
@gabyprecichi6856,NO DECEPCIONA AMOOOO,14 hours ago
@AleksandrDian,"Wooooooooooow it’s amazing 🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯
One step closer x2 
Emily / Shinoda / Collin / JoeHahn / Phoenix 
🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡",14 hours ago
@junjiezerocool3307,Brad yo,14 hours ago
@hybridsoldier9207,"Her screams still sounds awful. U can gear she got no experience with it.
Better keep her voice down, she cant hold screams.",14 hours ago (edited)
@mano-mw2jy,"Is this the direct response to ""You cannot put the entire Hybrid Theory album into 1 song""",14 hours ago
@herrunfreundlich1581,Hell yeah❤,14 hours ago
@kamikazepasi,"thats a great song, very cool ❤",14 hours ago
@danielull6947,Sounds great 👏👏👏,14 hours ago
@jerryfransz1013,"Sounds like something that would be played in Hades game.
On a second thought, I wouldn't mind if this song played as Hades soundtrack",14 hours ago
@vh3914,YES!,14 hours ago
@angelpajon,"Esto si suena a Linkin Park, 😎👌",14 hours ago
@joseleonardoeugenio6440,THIS IS LINKIN PARK! LET'S GO!,14 hours ago
@spacemusic2868,Не для меня....,14 hours ago
@romanivanov4288,Nothing like original linking park,14 hours ago
@tech_nickk,She's Chester 2.0,14 hours ago
@luismalagon6102,linkin park need brad delson !!!!,14 hours ago
@michaelritwiksahaofficial750,Rebirth of linkin park ❤,14 hours ago
@ЖеняКарпов-в1ь,Anyone November 2024?,14 hours ago
@fenggly,One step closer 🫡,14 hours ago
@Julian-Yuki,"This is 100% pure, unadulterated Linkin Park. You know that Ratatouille meme with the critic taking a bite and remembering his childhood? That's me. Suddenly it's 2000 and everything is awesome again.",14 hours ago
@SirWangMcCockdick,Bro this is sick!!!,14 hours ago
@arioktorinaldo8132,ini baru linkin parkk duluuuuuuu ganassss,14 hours ago
@walterschmidt7817,"I'm 100% pure, unadulterated, badass!",14 hours ago
@disciplesf4287,This is a perfect way to describe how I felt about this song. This comment also reminds of that one video where someone mixed “ Bring me the horizon” with Linkin Park and played the exact scene from Ratatouille 😂,14 hours ago
@guircosta,In its purest form.,14 hours ago
@HeretiCflow,"""That Ratatouille meme with the critic taking a bite and remembering his childhood"" is a beatiful comparison. Absolutely brilliant!",14 hours ago
@tallulahraccoon3832,That is such a good metaphor ❤,13 hours ago
@meijinkawaguchiiii2540,This is Linkin Park of old bruh..If Chester was still here with us we all gonna go crazy,13 hours ago
@hfreezenr9,This is that! This tastes like that!,13 hours ago
@vanish4726,Ротохуй😂,13 hours ago
@chrisduplessis944, @disciplesf4287  Teardrops ;),12 hours ago
@doktorfellatio438,Not hating but I’m not feeling the nostalgic vibe everyone else is getting! I was in middle school when hybrid theory dropped n was crazy about it like the rest of the world.,11 hours ago
@ZERO-X79,"I'm sorry guys i think you all will hate me for what i'm gonna said, replace Chester with woman vocalist is a bad move, for me she ruined LP vibes so i'm very sorry if you all disagree with me, i'm sure there's a great male singer out there if they really want LP back on track.
my top 10: 
1. Linkin Park ( When still with Chester )
2. MCR 
3. Starset 
4. Trivium 
5. I Prevail
6. Architects 
7. Rise against
8. Papa Roach
9. Fall Out Boy
10. BMTH",10 hours ago
@IMilla-wz9vh,​ @ZERO-X79  everyone can have his own opinion. Just that ur opinion is not good xd. She is the BEST replace cause he is not trying to imitate Chester but doing her own thing. If u put a male. Everyone would want that person to be the same as Chester. And come on. Thats not gonna happen doesnt Matter Who u put. She is doing great,8 hours ago
