Author,Comment,Time
@tessroodenburg4491,1:59 nahh that really sounds like figure 0.9,9 hours ago
@navinanandramamoorthi7896,Welcome back Linkin Park!,9 hours ago
@darioandresojeda3974,Banco,9 hours ago
@BeyondAFeeling,THIS IS FRICKING BANGING,9 hours ago
@okikprasetya7799,Damn you killed it emily 🔥🔥🔥🔥🔥,9 hours ago
@RedEyes7969,Back to my teenage life. Brought back the nostalgia. It feels so great to have the OG Linkin Park style back.,9 hours ago
@Latvian1992,"I am big fan, but the chorus is almost the same as Three days grace- Painkiller",9 hours ago
@RavenStarMedia,"This sounds straight out of Hybrid Theory, wow.",9 hours ago
@CharleyHale,The rapping is pretty cringe,9 hours ago
@GrumpynGinger,"WHAT A TRACK! Vocals, music, production, video... Purely flawless!",9 hours ago
@renatotis951,Goatei,9 hours ago
@danendi3479,02.47 limp bizkit faith,9 hours ago
@lourdesabrego9303,Omg 🔥,9 hours ago
@akalintasatria,Untuk nyata 🔥 papa chester bangga padamu nak ❤,9 hours ago
@raissalitoral,"Emily você é incrível, saiba disso! E LP mais vivo que nunca, estou adorando ♥️",9 hours ago
@lolitakill,Me recuerda al Notera Rubia de CQC😂,9 hours ago
@cerberus9117,you are making rock music but why dance like you are doing tik tok video?,9 hours ago
@alfasetlight9007,2000's vibes 😇,9 hours ago
@heinlinnkyaw4043,LP forever 🤘🏻🤘🏻🤘🏻,9 hours ago
@hecdavid11,I guess One Step Closer and Hit The Floor just had a child 🔥,9 hours ago
@pyrochrys9555,One Step Closer lite?,9 hours ago
@alexowl3048,Мне понравилось. Девичий вайб явно пошёл на пользу. Бэнд оживился и вернулся🤘👍,9 hours ago
@JorgeDaniel-jo2bq,Nostalgia 😢❤ ...este plato ya lo probe anteriormente...me sabe igual ❤❤❤,9 hours ago
@AmbikaKumbhar-q5h,"Awesome video, looking forward to the next one!",9 hours ago
@emanueldomguez,Yeeeess 🤘🏻🖤🚫,9 hours ago
@vagnersantanah,"Eu amo essa banda, p*rraaaaaaaaaa!!!",9 hours ago
@ramonpassos493,É... calou a minha boca. Linkin Park voltou!,9 hours ago
@mozanielvazdasilva4095,Absolute cinema,9 hours ago
@S4UL1NH0o,Crazyy,9 hours ago
@gisselcifuentes9910,Qué manera de gozarlaaaaa! Nos vemos en Chile 🇨🇱 🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱,9 hours ago
@wrahkesh7890,to all those who doubted Emily...she is getting better with each song they dropin....,9 hours ago
@songpopkuhasu5500,🔥🔥🔥🔥🔥🔥🔥,9 hours ago
@hakaneklund2287,"New great fck song.
She's delivering 100%",9 hours ago
@akalintasatria,Mr.hahn sedang memasak 🔥,9 hours ago
@KrishnaKumar-g6n6v,"This was very informative, appreciate it.",9 hours ago
@s1s2s3s4ss,🎉😊,9 hours ago
@xphantom12x,CQC para todo el mundo!,9 hours ago
@peterparkerakaspider,Listening to old songs of LP offline. Came yt to do binge watching and viola new song of LP 16 hrs ago. Totally clueless when they start making new songs. Love it.,9 hours ago
@dawninn,Dope 🔥🔥🔥🔥,9 hours ago
@ThienXuan-f6b,"Loved this video, keep up the great work!",9 hours ago
@zozixd,2000s back?,9 hours ago
@Cachondosaur,"WORLD TOUR IS ON, WE ARE SO BAAAAACK!!!!",9 hours ago
@RevansiddheshwarKalshettiy,Thank you for the great content!,9 hours ago
@rebelion1,Feels like I am back to my early 2000s 🤟🤟🤟🤟🤟,9 hours ago
@รัตนบุรีตีข่าว,สุดยอดมาก,9 hours ago
@eldante_art_5,revivio linkin park y que lo lloren los progress y los woke,9 hours ago
@yasmingry,bi panic com o mike e a emily pqp TE AMO LINKIN PARK,9 hours ago
@whatupbtch,THE SCREAM OF EMILY IS ABSOLUTELY MAGNIFICENT 😍😍,9 hours ago
@NehaPonnappa,"This was super helpful, thanks!",9 hours ago
@UmairEggtraders,"Awesome video, looking forward to the next one!",9 hours ago
@deniyelel,LOVE ♥,9 hours ago
@Fereshetian22190,This is so incredible! Every song I’ve heard from their newest album has been soo good! Can’t wait to hear the rest! Been loving having some more LP to enjoy! Absolutely love Emily on vocals! Such a perfect match!,9 hours ago
@rebelion1,Rock Purity  😌,9 hours ago
@aparecidasantos888,"Para os recalcados de plantão.  Acho que não resta nenhuma dúvida, né?",9 hours ago
@LINAKblack123,OMFG THIS IS IT!!!,9 hours ago
@hewi2253,mix beetween one step closer and figure 09,9 hours ago
@saskiakuchenbecker7975,I love everything about it💣💥,9 hours ago
@bojanstoimenov3946,3 Minutes is just not enough of this song!,9 hours ago
@bemlok,"Ok, this is definitely Linkin Park.",9 hours ago
@blancolombia,"ufff Brutal!!, me van a decir que esto no suena a Linkin Park",9 hours ago
@MonicaRose-g8s,"Awesome video, looking forward to the next one!",9 hours ago
@JuniorCrown-j7n,✌️heyy yo...,9 hours ago
@vaidoks8540,"damn,lesbian ,sad",9 hours ago
@ProfessorNether,"This song makes me actually think they might have found the perfect replacement, damn, this is amazing!",9 hours ago
@nagibmahfuz2581,Im sensing old school...loving every bit of it...❤,9 hours ago
@anthonyortega9832,They're back,9 hours ago
@RiyonRai-g5l,Change of logo made me disappointed,9 hours ago
@dieechteheizung3644,Reminds me a bit of slipknot but in a very good way ! good job LP  keep going that way !,9 hours ago
@itslozano4108,"I <3 LP, everyday something new and even better than the before one, keep going, i love ur guys are back",9 hours ago
@lissadragomir190,"I really love that one!! 😍🥰 i'm sick at home right now, feeling terrible but this Song let me smile for a moment. 😊",9 hours ago
@aronno3078,vua,9 hours ago
@sumithrak-c6i,"This was super helpful, thanks!",9 hours ago
@caiowanderson875,"Fui o primeiro a criticar, e hoje sou o primeiro a aplaudir, o Lp é isso nada de pop, é rock pw",9 hours ago
@GuillaumeGagnaire,This video has such a Winamp vibe <3,9 hours ago
@GERTOV90,Is temporary cuz Brazil concerts 😂😊,9 hours ago
@fernandolucas3101,Pesado 🔥,9 hours ago
@MRandyEvan,"Aight, its a banger🤘",9 hours ago
@Malloccblue,"she absolutely slaps, no denying possible",9 hours ago
@Vashoer,Trash,9 hours ago
@trshmanify,Damn so good!,9 hours ago
@manu_pantera666,BRUTAL!!!!!!!!!!🫶🏽🫶🏽🫶🏽🫶🏽🫶🏽❤️❤️❤️❤️❤️🤘🏽🤘🏽🤘🏽🤘🏽🤘🏽🤘🏽🔥🔥🔥🔥🔥🔥🔥🔥,9 hours ago
@MysteriousPixieYT,"this is such a goofy ass video I love it, so happy for them",9 hours ago
@anggasurya635,My old LINKIN PARK is coming back,9 hours ago
@Adhi_il,Mantap vidio clipnya bro,9 hours ago
@guiicavalcanti,Só os brasileiros 🇧🇷 —>>,9 hours ago
@จิรภัทรตันติธาคร,Good,9 hours ago
@Wind-j1j,Interesting,9 hours ago
@capngeeoff,"After all the unnecessary controversy, LP seems to have just dropped a solid album.  It's good timing for me because lately nu metal is all I've been listening to",9 hours ago
@miguelalejandroramosvargas303,Es como si One Step Close y Figure 09 tuvieron un hijo y se llama Two Faced,9 hours ago
@Aleks_1986_,Wow😮,9 hours ago
@daianesousa3025,amei!,9 hours ago
@KarenGarcia-pm2ck,"I'm so happy to see u in Lima, next year! 😎",9 hours ago
@mercejoe,hybrid theory vibes! loved it!,9 hours ago
@eduardorodrigues6094,Love the goofy choreography,9 hours ago
@absiddique3823,Figure.09 got resurrected :hand-purple-blue-peace:,9 hours ago
@juliosjuega245,"I love you Linkin Park for bringing Emily Armstrong as a vocalist, in Dead Sara you can see her great potential and here you will see even more than she is capable of.",9 hours ago
@ViperstrikeXIII,"Ok. Ok. I’m still not sold on her with the originals, but what I’ve heard from the new album, I like it. I’ll get a better idea if I’m able to go see them live when they’re on tour.",9 hours ago
@followingthelight3232,WTF did I just watch?,9 hours ago
@arturoaltamirano4718,Brutalmente bueno. Queda la irremediable nostalgia de Chester pero es una excelente representación.,9 hours ago
@alexisbenitez7712,Linkin Park back!🎉👏👏👌,9 hours ago
@johansleepwalker2515,"poco a poco me esta gustando este nuevo linkin park, muy buen trabajo !",9 hours ago
@PraveenDoddmani,"Awesome video, looking forward to the next one!",9 hours ago
@SIAROZHAS.T.A,"Халера, якое полымя❤❤❤❤",9 hours ago
@jennifervasquez90,❤,9 hours ago
@ibrahimrakib1882,TikTok Park,9 hours ago
@VIOIYTIOE,"Starting from scratch is what LP really means when they say ""From Zero."" This brand-new album revives the Linkin Park sound of the past.",9 hours ago
@pabloiriqui6128,Banger after banger after BANGER 🔥🔥🔥,9 hours ago
@Gwenny_Black,Uhm... love?,9 hours ago
@Retrocidal,This Is awesome :goat-turquoise-white-horns:,9 hours ago
@eskizonido5214,Mik's still the man!,9 hours ago
@hipercomico,cade os brasileiros de plantão?,9 hours ago
@blue17eyes,I love it ❤,9 hours ago
@_deluiz,Esse som ta tao pesado que quase não carregou aqui 🔥,9 hours ago
,Это кайф,9 hours ago
@PowerNaresh-m1i,"Very well done, appreciate this video!",9 hours ago
@Константин-ч6к9г,Линкин парк умер,9 hours ago
@CharlsieMichelina,"Awesome video, looking forward to the next one!",9 hours ago
@davobravo14.,WHAT A SONG!!,9 hours ago
@bulik1992,Perfect old sound from Xero/Early Linkin Park times 🤘,9 hours ago
@nikolatodorov1994,"We're not done with listening to linkin park.
Finally a song with more than 5 lines. 
Yes, we on the same page now.
..... next music video when?",9 hours ago
@StivensCarrero,❤❤❤❤🎉🎉🎉🎉🎉🎉🎉 geniaaaaaaal,9 hours ago
@anirudhkanwar5129,This is not linkin park,9 hours ago
@carmenbermudez-e2p,"No es Linkin Park ..... no suena como el grupooo con el que creci.. es mejor un hombre de vocalista, y extraño tanto a Chester Bennington.........It's not Linkin Park... it doesn't sound like the group I grew up with... it's better a man than a vocalist, and I miss Chester Bennington so much..I ALWAYS WANTED TO GO TO A CONCERT, BUT NOW I WON'T EVER GO .............",9 hours ago
@sunlinhtoo3492,"Yup, finally im here now",9 hours ago
@pinballinvasion,All the naysayers that threw the new lead singer under the bus are now eating mud! I absolutely love this new sound! Chester RIP!,9 hours ago
@mat-vu5zm,Ale moc 😱 i ten teledysk coś pięknego 😃👍.,9 hours ago
@dazczabala6879,GOD Its Amazing!,9 hours ago
@herryhorre8187,Thank you Linkin Park for returning the song genre to what it used to be.,9 hours ago
@Punhouse,Meh 🫤,9 hours ago
@krzysztofcholewa7790,MASTERPICE❤,9 hours ago
@nylro8953,a little bit one step closer + points of authority,9 hours ago
@mrignite.fit26,2 steps further,9 hours ago
@ayoubtantaoui88,توحشت هاذ النسخة من LP,9 hours ago
@ahamadchoirullatif9039,brad 🥰😍,9 hours ago
@essadis,Are the screams all Emily?  Or is something weaved in there?  It's so impressive that it's hard for me to believe.  Very good.,9 hours ago
@pakmanfirstlast5591,"2:57
Emily : Is that warrriss?
Mike : That warrris",9 hours ago (edited)
@aravindbalachandran,Mr. Hahn at the turntable in a suit is my highlight! Great song!🤘,9 hours ago (edited)
@AminBenton-e1p,"You explained this so well, thank you!",9 hours ago
@AshtonKnight,My new favourite LP song omg,9 hours ago
@ytaloferreira9941,woooooooooow,9 hours ago
@ivonlistanto8257,Kereeeeeeeeeennnnnnn❤❤❤,9 hours ago
@paulc.8200,I just love Hahn mates,9 hours ago (edited)
@JyothiHm-c9h,Great video! Really enjoyed it.,9 hours ago
@mickaeldendele239,I love Chester but Emily is BEAST!,9 hours ago
@Caesar.Knight,"Been fucked up since 1am after work, it is now 10 am and i randomly stumbled upon this beauty. 

Keep it up LP, absolutely luv what y’all are doing",9 hours ago
@cmistryreeves,"People need to stop going on about old school Linkin park, no long term progressive band stays the same",9 hours ago
@charlerabr,esse verde amarelo e azul na logo faz referência ao Brasil?,9 hours ago (edited)
@byobja4967,Suenan genial los adoro ❤❤❤,9 hours ago
@AlexParkerrrrr,VAMOOOOOOOS POR MÁS REPRODUCCIONES!!!,9 hours ago
@Lemurowy0001,"Fck Sake, Linkin Park is back like wow, we wasnt ready for that sick tune!",9 hours ago
@dworakfabian2983,Banger. I love it.,9 hours ago
@matekonakamura,"se alguém virar pra mim e falar que isso aqui não é Linkin Park, eu desisto desse fandom. Isso aqui é praticamente um filho de One Step Closer e Figure.09",9 hours ago
,"Justo lo que la industria necesita, thank you so much",9 hours ago
@TittyZOFC,❤❤❤❤❤❤❤,9 hours ago
@kami.9142,figure 09 in 2024,9 hours ago
@millyzett,If this is a preview of how it’s gonna be and i think it is when Mike says “we’re on the same page now” then i am ALL IN with this. I wish Emily all the best. Let’s hope LP has a bright future yet again. Let’s give love ❤,9 hours ago
@simasterplay,Oh Dios mio,9 hours ago
@AyyanarParavatha,"You explained this so well, thank you!",9 hours ago
@raphael-reis,"Damn, Mike. Another hit, Bro. 🇧🇷🇧🇷🇧🇷🤘🤘🤘",9 hours ago
@snufkini3804,"Ok, I like it",9 hours ago
@manueldiegoalexander3879,This one is the transtition of one step closer.,9 hours ago
@ohiobumass,"Your Honor, I'm in loooooooooove with this woman",9 hours ago
@MuhammadRifani-u4e,I MISS MUSIC LIKE THIS BRRROOO,9 hours ago
@Lawbass29,Emily’s dance moves on point 🏃🏼‍♀️,9 hours ago
@xwadix,Fuh.. Yesterday.. 38k view.. Today 2m view.. Hybrid theory vibe is back..,9 hours ago (edited)
@JonathanJauregui-985,"""We're on the same page RN""  ❤‍🔥",9 hours ago
@sidhrtvlog3453,🔥🔥🔥🔥🔥,9 hours ago
@vilmasantos-hr6ln,Que porcaria!,9 hours ago
@mih2965,WOW! simply WOW!!!,9 hours ago
@venomsnekko,"Lyrics contain the phrase ""counting to zero."" Album is called From Zero. What did they mean by this?",9 hours ago
@moiragates,"Calm down, there are people who know it's you, including me.",9 hours ago
@ekabolotina,it's a bomb,9 hours ago
@pauloalongi6012,A muié tá possuída...kkkk Muito bom !,9 hours ago
@Han124,"The occasional short reversed video segments are pretty nifty (0:24-0:25, 0:45-0:46, 2:08-2:09). At first I was wondering what was wrong with the video",9 hours ago
@nicolaso42,Banger ! ❤🤘🏼🔥,9 hours ago
@cherryphi5056,"Its decent but They have done better songs in the past forget that Heavy is the crown and emptiness machine was good but this is just eh a linkin park style song but the point is its ""linkin park style""",9 hours ago
@cleversonribeirosoaresribe1035,With the suits given a new personality  for band  maybe one more style  .,9 hours ago
@adna116,"Vai se foder, muito bom!!!",9 hours ago
@BadbabasC,i hope Mike Shinoda keeps writing songs for her that us LP fans can enjoy like this one! But please keep her away from our old master piece i find it very insulting to Chester how she performed them poorly in the name of the group.,9 hours ago
@oyoyoyoyop,I love Guano Apes,9 hours ago
@martinobrtanec5604,"Oh my God, that's a load. Love 🤟🏻🤟🏻",9 hours ago
@ИльяНалимов-г1ш,😇😍,9 hours ago
@syafiqazhari466,AHHHH MY EARS ARE BLESSED!!!,9 hours ago
@FallonFields-v3k,"This was very informative, appreciate it.",9 hours ago
@phoenixhenson3689,They are doing a good job,9 hours ago
@Siberianka87,"Oh, after Trump's victory, you suddenly decided to open a video for Russia. A little hypocritical.... Fans from Russia didn't turn away from you in the dark times...",9 hours ago
@patrickvito5789,Heavy,9 hours ago
@FoxRa,"if you don't know who sings, the track is not bad, but it sounds like guano apes, not linkin park",9 hours ago (edited)
@AndraMinh,Really appreciate the insights in this video.,9 hours ago
@ViroshSingh,Still not Chester😢,9 hours ago
@poonampoonia3705,"This video was amazing, learned a lot.",9 hours ago
@princesatartaruga444,"Agora sim hein? Bem ""Linkinparkezinho""! 😂😂😂",9 hours ago (edited)
@MuhammadRifani-u4e,WWWWWWW,9 hours ago
@alynepoubel,🇧🇷🇧🇷🇧🇷,9 hours ago
@jcBentleyB3,This 1 really got my heart thumping. ❤ 💯 🔥,9 hours ago
@ThorHammer88,Hahahahahahahah this song is amazing. By far the best with Emily.,9 hours ago
@cherryphi5056,"@ Its too repetetive the lyrics aren’t as good as other songs 
Mike could have done better bars",9 hours ago
@Samichou3,Well that was fun! My millennial ass is feeling like a teenager again.,9 hours ago (edited)
@VaclavKraus-oj4gr,FIgure.10,9 hours ago
@paulosalonoy7558,🤘🏼🔥💨 MANILA🇵🇭,9 hours ago
@aungkyawthu5377,❤❤❤❤,9 hours ago
@bhagwanalkunte2246,Thank you for the great content!,9 hours ago
@monneratrj,Anyone that still have criticism about the new singer should probably stop by now... Linkin Park is back and that is NO DISRESPECT to the beloved Chester... to be honest he is probably proud of his bandmates strength to push through all this sadness that they had to experience...,9 hours ago
@phamthinh7792,"- No, LinkedIn Park isn't real, it can't hurt you.
- LinkedIn Park:",9 hours ago
@SavvyGeeksPodcast,This is FIREEEEE,9 hours ago
@k-stacks4996,Love it! Big throw back to their early sound 👌🤟,9 hours ago
@ashiqilahibaigmohammed,"This was exactly what I needed, thanks!",9 hours ago
@semoki4445,"Becuase I expect songs to be like og linkin park or because I expect songs to lived up to my expectations, I kinda did not appreciate it at all. But overall the song was good, felt like HYBRID THEORY 0.2",9 hours ago (edited)
@liveconcertsgdl.3245,Horrific. Just let it go. It will never be the same ever. Just change the name.,9 hours ago
@Marc-iu1ko,Just not the same without Chester,9 hours ago
@honeybunny2476,Am I the only one hearing a political message here?,9 hours ago
@dinamo1922.,М-да уж... махать одним местом... LP ушёл вместе с Честером,9 hours ago
@iAmSantiCruz,Stop yelling at me! With Hans scratching Whoa that chorus!,9 hours ago
@coldturkey5333,Twinkin Park,9 hours ago
@YASMINBANO-h7c,"Fantastic video, really appreciate your effort!",9 hours ago
@B3N_G7,Emely living the dream of her life 😮😮😢🤘🏼,9 hours ago
@JazzieeHart-m8w,Love ittt againnnn ofc ! ❤,9 hours ago
@Kastel369,keep crying,9 hours ago
@Prayash77,"Starting from Zero, we all know the results. They are so proud so as I am.",9 hours ago
@eagledaywalker4137,"same page indeed!
thx",9 hours ago
@VasyaEvans,Linkin park уже не тот 😭,9 hours ago
@yagamilight2708,"Trying to hard to make something you stopped making in 2003, just stick to the pop stuff you were making since then",9 hours ago
@mr.president9771,"LP is Backkk, LP is SO SO BACK ladies and gentlemen, and it is FIREEEEE 🔥🔥",9 hours ago
@jarusgiri007,This is LINKIN PARK ❤,9 hours ago
@AbigailGottschalk,"Loved this video, keep up the great work!",9 hours ago
@dyndos12,Yes,9 hours ago
@ChristianJoseph-w5y,"You explained this so well, thank you!",9 hours ago
@КарлБерг-м4с,Hollywood Undead Two,9 hours ago
@HarveyStevanes,"Thanks for sharing this, learned a lot.",9 hours ago
@Sleekxify,"She dancing like that Australian olympic breakdancer killing me 😆
100/10 tune 🤗",9 hours ago
@MarkOne-tz6wi,UUUUufff ke buena rola,9 hours ago
@sharr7077,I bet they had a ton of fun doing this song 😂,9 hours ago
@lovelyli1108,"Just mind-blown here!!!! same essence, but upgraded to 2024.... It's wonderful... extraordinary🥹❤❤❤",10 hours ago
@Plus27,Good to see Brad with the band again,10 hours ago
@willtuck,"I want The Refused ""New Noise!""
Mom: We have The Refused ""New Noise"" at home.",10 hours ago
@veeramani4225,"This video was amazing, learned a lot.",10 hours ago
@T.e.m.p.e.s.t,Absolute Cinema,10 hours ago
@themagicseries8754,this did something in me.... I CANTTTT,10 hours ago
@hiran4935,😂😂 stop bitching,9 hours ago
@Rorschach534,Holly Molly thats good,10 hours ago
@મનોજભરવાડ-મ5ટ,"This was super helpful, thanks!",10 hours ago
@Vits...1,Мощно!!!,10 hours ago
@GuadalupeMartinez-s4o,Great video! Really enjoyed it.,10 hours ago
@UmairEggtraders,"Thanks for sharing this, learned a lot.",10 hours ago
@TrentMullins,"Fantastic video, really appreciate your effort!",10 hours ago
@alexander2000jks,Awesome!!! LP forever!!!!!!!!!!!!!!!!! Return of meteora?,10 hours ago
@7M_adilking,they copied the accent of jynxzi in the end LMAO,10 hours ago
@SadKel,Credo que delícia ❤,10 hours ago
@thors136,Terrible,10 hours ago
@YesicaJimenez-c3f,Se escucha malditamente bien ! Me odio porque me encante ❤,10 hours ago
@moriarty6530,Make NU metal great again ❤❤❤,10 hours ago
@SukmaDoank-n7u,Nice👍👍,10 hours ago
@dyabondy,Emily's moves are priceless!,10 hours ago
@jdogsful,it feels like linkin has devolved back to what they were 15 years ago. They matured as artists but it seems like they have regressed.,10 hours ago
@thanachaipitthayapirak7898,ใหนๆใครที่ว่าปลอม,10 hours ago
@JA-vr1tz,Banger.,10 hours ago
@andriypetriv5222,Guano Apes 2.0 + Mike! ),10 hours ago
@karlkmbeiro,"bueno, me volvi aun mas lesbiana",10 hours ago
@TravisssYoung,"lowkey not vibing with this one, maybe the next one will hit harder",10 hours ago
@Iagofcortez,listening LP for over 15 years and what can I say? It's like she's always been there. It's amazing,9 hours ago (edited)
@dylan104,That was the worst part of the whole thing. That was incredibly cringe. But not surprising coming from a scientologist creep,8 hours ago
@FathomMane, @dylan104 so is your entire profile chump😂,8 hours ago
@robrebel-TheBeardedDrummer,This songs silences all the drama. Great music is great music!,10 hours ago
@tinnie1835,VERY nice🔥🔥,10 hours ago
@Oparith,"I never liked linking park growing up, was much more into ""harder stuff"". I either must be getting soft with age, or y'all are really kicking ass, as you're releasing banger after banger!",10 hours ago
@gallasUk,Omg 😱…. Heavyyyyy... Goosebumps.…. Flow with the music.….AMAZING,10 hours ago
@АлинаЗагайко,Ахренеть!!!!!!😮😮😮😮😮😮😮,10 hours ago
@alcidesmeneses3080,Isso ta muito booooooom,10 hours ago
@NauticalS,LINKIN BIZKIT,10 hours ago
@eppuam.54,🔥🔥🔥,10 hours ago
@RenatoAlves-g8d,Cara ficou muito top mn vou escuta sempre antes dormir 😊💪 linkin park 2.0 brabo!!!,10 hours ago
@jutejute9130,"Great job, this video was very useful!",10 hours ago
@arollojunko-j3i,Thank you for the great content!,10 hours ago
@axeldizzy1,Damn that break down !!!!!! 2nd step closer,10 hours ago
@martinalonsomunoz8214,hermosooo,10 hours ago
@4565mehedi,This is not music,10 hours ago
@numptyx9341,"Im so happy that we can see Brad playing the guitar in the musiv video omg i cried
THE MUSIC IS SO GOOD TOO OMG IT TAKES ME BACK TO HYBRID THEORY",10 hours ago
@MartinSynthesis,Two Step Closer [Official HD Music Video] - Linkin Park,10 hours ago
@billybutcher8083,And just like that it feels like im listening to hybrid theory as a teenager,10 hours ago
@amanryzus,reminds me of Faint,10 hours ago
@lvmatt,The percussions just do not hit the same.,10 hours ago
@LoathSam,There's just something about a woman in a suit…,10 hours ago
@LoathSam,"Also, I love her energy.",10 hours ago
@vane4999,❤❤,10 hours ago
@ธนากรนามกรณ์,มันเหมือนพึ่งเริ่มต้น,10 hours ago
@danielbaksa93,what a Billy Talent Chorus,10 hours ago
@Ingriddjapry,Oh god not the flashing lights again,10 hours ago
@juncando,She is channeling some inner Cobain,10 hours ago
@Bangkok_Naze,ผมหลงไหล นักร้องคนใหม่ คนนี้มากๆ,10 hours ago
@jersonmilianbreganza9468,LP is back!!!!!! 🤩,10 hours ago
@dankster990,Best of the new songs,10 hours ago
@SamuraiThePunisher,bad one,10 hours ago
@ak47alal14,Not bad,10 hours ago
@thumraang8646,am the only one person whos missing this linkin with chester voice,10 hours ago
@freZZchannel,Linkin Apes ;),10 hours ago
@AdrianoProvenza,Figure.010,10 hours ago
@gro1972ify,the essence of Hybrid Theory. The throw back sound and videography yep I like it.,10 hours ago
@TheAbelitu13,Está perrisimo 👌🏽,10 hours ago
@latschoDiewes,Some heavy hollywood undead vibes. Love it!,10 hours ago
@numptyx9341,EMILY IS SO HOT AND TALENTED PLZZZZ,10 hours ago
@watashiyemox,Chester would’ve destroyed this song.,10 hours ago
@YouWillNeverKnowMan,That's what I'm talking about!!!,10 hours ago
@dubleenue5406,We remove the “hole with white hair” from the video and “recive” the good old Fort Minor,10 hours ago
@ivonnesauceda8422,Es un placer amanecer escuchandolos☠️☠️ que excelente new era Linkin Park!!!,10 hours ago
@paulfitzgerald2028,Love it!!,10 hours ago
@AKA.SKITS.N.GIGGLES,They’re back baby!!!! 🙌🏽,10 hours ago
@Jothi-z2v,"Loved the content, keep it coming!",10 hours ago
@h-angel-tz8589,:),10 hours ago
@DavidHarold-r6w,Really appreciate the insights in this video.,10 hours ago
@vinandobintangsatria2518,Figure.10,10 hours ago
@FinalfixMusic,"Best comeback EVER holy sh*t. 
Unbelievable.",10 hours ago
@eduardonascimento9646,Voltaram as origens,10 hours ago
@vildloonmen8042,"this is good, yeap, good",10 hours ago
@aing-pisan,Brad is back ? 💪🏻,10 hours ago
@MatheusRodrigues-ml1ve,Foda demais família pqp ❤,10 hours ago
@tvbuu,"Okay okay im sold. Shes good
Glad to see them cooking",10 hours ago
@kornshrestha5503,❤❤,10 hours ago
@REPENTturn2Christ,Anyone from 2025 where the Anti Christ rules?,10 hours ago
@papilingo,This feel like the linkin park I remember,10 hours ago
@kennyparker8644,One day 2M views 😱,10 hours ago
@RagulB-g6z,"Fantastic explanation, thank you!",10 hours ago
@saimsaad5948,you can tell how much fun they had filming this,10 hours ago
@deviindriani3878,"I love the new version of LP but I dont know. I just feel that when Chester was singing, all of LP's songs felt so alive. His soul was in the song. Emily is great and I love her too, but now the song just feels like a song",10 hours ago (edited)
@ozark1981,The new Album comes out on my birthday.  Thank you for the gift!  Looking forward to seeing you guys live.,10 hours ago
@dayday6860,Te amooo Linkin Park por tí le echo ganas al trabajo y a la vida 😭😭😭,10 hours ago
@tylerfoley1742,I FEEL LIKE IM THE ONLY ONE WHO CATCHED IT!!. Did linkin park just sample the guitar that's used in transformers 1 scene when bumblebee has his first transformation in the tunnel. The first 20 seconds of this song is literally the same exact guitar note for note. PLEASE everyone put them side by side and have a listen for yourself.🔥🙌,10 hours ago
@JoaoSantos-rr8lc,Linkin Park Always in my life 😍🥰♥,10 hours ago
@dayday6860,Te amooo Linkin Park por tí le echo ganas al trabajo y a la vida 😭😭😭,10 hours ago
@SAKTHIAKC-u6h,"Awesome video, looking forward to the next one!",10 hours ago
@ЕвгенийЗайчук-ю2з,Unfortunately this is not LP,10 hours ago
@theechothief5594,Emily has undeniable charisma and presence. This is total fire 🔥,10 hours ago
@Ryan-kf7of,I still can't understand why you couldn't take another name.  Yeah sure you get the fame of the name but.. then it's always going to be compared.  It's like the opposite of moving on.,10 hours ago
@olegtutov8953,"Если обстрагироваться от названия ролика, то очень даже хорошо, я бы сказал, охеренно.",10 hours ago
@stayingfitandfocused,Alright im sold,10 hours ago
@Toyphotographerkr,오오~ 😭,10 hours ago
@monleonfamilytv8119,Solid,10 hours ago
@SureshSuresh-q9b,"Awesome video, looking forward to the next one!",10 hours ago
@wevertonsilva3665,Esse novo album ta bom demais,10 hours ago
@MaiNgoc-h8q,"This was very informative, appreciate it.",10 hours ago
@ThienXuan-f6b,"Awesome video, looking forward to the next one!",10 hours ago
@priilim,Que presente!!!! ❤ 🇧🇷🩷,10 hours ago
@DarkLawYGO,Cant wait to hear this live,10 hours ago
@AbirandAbhro,There is now a chance we will get to see them live now.  By we i mean 2024 me and 2004 me,10 hours ago
@BRIDO.,This album is like the sound of the entire LP discography in one,10 hours ago
@ОльгаСеменина-л2л,"Женщина старается-но до вокальных данных Честера  ей далеко.Прикольно.Но больше не будет такой славы,как с Честером!😁😁😁",10 hours ago (edited)
@Bjorn-sl9jr,"This sound like every other band without Chester. Not bad, not good either.",10 hours ago
@UZ3L_PR,"This band is dead, everything they do to get more money from it. Poor Chester RIP.
They should have made their own band. disrespect.",10 hours ago
@eriveltonsouza6150,niceeeeeeeeeeeeeeeee,10 hours ago
@ЕвгенийЗайчук-ю2з,New song Guano Apes?,10 hours ago
@WiborgHarbach,Really appreciate the insights in this video.,10 hours ago
@lopsiderjr1126,Bro the acting from the new lead singer so cringe but the vocals: 100% outdoing Mike with the energy/delivery. I need for Mike to step it up to her level in vocals and for him to give her some acting lessons for music videos,10 hours ago
@paranormalnysceptyktv,Thank You LP for another great song \m/,10 hours ago
@tl9265,This is linkin park af,10 hours ago
@lukito-qh3us,Emily ❤🤟,10 hours ago
